ObjectNumber,Ed_cell_mean_value,Ed_cell_variance,Ed_agg_mean_value,Ed_agg_max_value,Ed_agg_min_value,Ed_agg_top_50_value,Ed_agg_top_25_value,Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,current_Metadata_concentration
1,0.0429525077342987,0.0071013248525559,0.16061106324195862,0.3214018642902374,0.0007421966292895377,0.22423754632472992,0.24513651430606842,H1975,6.0,control,1,1,20.0
2,0.138527974486351,0.0051178853027522,0.18639715015888214,0.22853952646255493,0.13911858201026917,0.2054254561662674,0.21599756181240082,H1975,6.0,control,1,1,20.0
1,0.0115852486342191,0.0012811040505766,0.050707969814538956,0.10391739755868912,0.0024191313423216343,0.07758785784244537,0.09235942363739014,H1975,6.0,control,10,1,20.0
2,0.2363014817237854,0.0064820474945008,0.247004896402359,0.41756340861320496,0.068607859313488,0.32206758856773376,0.35219040513038635,H1975,6.0,control,10,1,20.0
1,1.851717934187036e-05,1.6917601897148415e-06,0.0,0.0,0.0,0.0,0.0,H1975,6.0,control,11,1,20.0
1,0.0706645026803016,0.005314094480127,0.0,0.0,0.0,0.0,0.0,H1975,6.0,control,12,1,20.0
2,0.025188548490405,0.0038360415492206,0.11598606407642365,0.3126901388168335,0.0016145257977768779,0.17382068932056427,0.21268856525421143,H1975,6.0,control,12,1,20.0
1,0.0831169262528419,0.0109689123928546,0.14335200190544128,0.4136751592159271,0.0004831471014767885,0.2247563749551773,0.28120118379592896,H1975,6.0,control,2,1,20.0
2,0.0999767780303955,0.0036896555684506,0.2571726441383362,0.32468676567077637,0.15820951759815216,0.2915952205657959,0.30617550015449524,H1975,6.0,control,2,1,20.0
1,0.0001640659756958,2.341135041206144e-05,0.0,0.0,0.0,0.0,0.0,H1975,6.0,control,3,1,20.0
2,2.51559085882036e-05,3.5032114737987285e-06,0.0,0.0,0.0,0.0,0.0,H1975,6.0,control,3,1,20.0
1,0.1185736879706382,0.0076014259830117,0.12926924228668213,0.21404385566711426,0.061856675893068314,0.15111319720745087,0.1648160070180893,H1975,6.0,control,4,1,20.0
2,0.1356699913740158,0.0027201601769775,0.13120713829994202,0.2664368450641632,0.027823016047477722,0.16307976841926575,0.18170897662639618,H1975,6.0,control,4,1,20.0
1,0.0785679593682289,0.0006360972765833,0.07679935544729233,0.13739734888076782,0.017037132754921913,0.09070178121328354,0.09889427572488785,H1975,6.0,control,5,1,20.0
1,0.2622816264629364,0.0087276203557848,0.2763984501361847,0.3865978717803955,0.17597393691539764,0.31002211570739746,0.33167773485183716,H1975,6.0,control,6,1,20.0
2,0.1613515317440033,0.0096841230988502,0.0,0.0,0.0,0.0,0.0,H1975,6.0,control,6,1,20.0
1,0.0577757097780704,0.0086339153349399,0.13385649025440216,0.45285311341285706,0.0002781318034976721,0.2011270672082901,0.25166457891464233,H1975,6.0,control,7,1,20.0
2,0.0927624106407165,0.0045791580341756,0.19925929605960846,0.3433147668838501,0.08741538971662521,0.2386018931865692,0.259622722864151,H1975,6.0,control,7,1,20.0
1,0.1472046226263046,0.0065759564749896,0.19041073322296143,0.23452213406562805,0.1428975611925125,0.2147596925497055,0.22608941793441772,H1975,6.0,control,8,1,20.0
2,0.1135900542140007,0.00511444080621,0.14872600138187408,0.20957553386688232,0.08096777647733688,0.18112674355506897,0.19663693010807037,H1975,6.0,control,8,1,20.0
1,0.0537508465349674,0.0037960382178425,0.16942228376865387,0.2252335101366043,0.11863768100738525,0.18943285942077637,0.2033156305551529,H1975,6.0,control,9,1,20.0
1,0.1086750105023384,0.0058624688535928,0.1667351871728897,0.22814445197582245,0.10389960557222366,0.18579761683940887,0.19804596900939941,H1975,6.0,gefitinib,0,2,20.0
1,0.1190988793969154,0.0089407796040177,0.13372649252414703,0.3341360092163086,0.00274710007943213,0.1873255968093872,0.22573092579841614,H1975,6.0,gefitinib,1,2,20.0
1,1.4095057849772274e-06,3.643303614353499e-08,0.0,0.0,0.0,0.0,0.0,H1975,6.0,gefitinib,10,2,20.0
2,0.0827244818210601,0.0020275143906474,0.10758655518293381,0.1599046140909195,0.04132438823580742,0.1291065216064453,0.1403346061706543,H1975,6.0,gefitinib,10,2,20.0
3,0.0776317864656448,0.0017974340589717,0.1060999408364296,0.18500952422618866,0.028397373855113983,0.12639448046684265,0.13899661600589752,H1975,6.0,gefitinib,10,2,20.0
1,0.1554972976446151,0.0132427066564559,0.2362302839756012,0.3933335840702057,0.033013492822647095,0.28609904646873474,0.3195831775665283,H1975,6.0,gefitinib,11,2,20.0
1,0.0750420540571212,0.0064058965072035,0.11052528768777847,0.37421539425849915,0.005822592880576849,0.16595278680324554,0.2166607528924942,H1975,6.0,gefitinib,12,2,20.0
2,0.1108233928680419,0.0129240080714225,0.29636967182159424,0.3641549348831177,0.23517630994319916,0.3219722509384155,0.34058600664138794,H1975,6.0,gefitinib,12,2,20.0
1,0.1038117706775665,0.0036887540481984,0.13382434844970703,0.1919693648815155,0.04499589651823044,0.1513870656490326,0.16141462326049805,H1975,6.0,gefitinib,2,2,20.0
1,0.2213514596223831,0.003217430319637,0.2262880653142929,0.341853529214859,0.0958048403263092,0.26736968755722046,0.2870349586009979,H1975,6.0,gefitinib,3,2,20.0
2,0.2383179664611816,0.0069528161548078,0.26457005739212036,0.35480913519859314,0.12051156163215637,0.3039163649082184,0.31847071647644043,H1975,6.0,gefitinib,3,2,20.0
1,0.0975607857108116,0.0032678630668669,0.08213315159082413,0.2511051893234253,0.0026710196398198605,0.11227767169475555,0.13187275826931,H1975,6.0,gefitinib,4,2,20.0
1,0.1557886153459549,0.0052087199874222,0.057410530745983124,0.11963517218828201,0.008080956526100636,0.07882952690124512,0.09287204593420029,H1975,6.0,gefitinib,6,2,20.0
1,0.0656155422329902,0.0122327022254467,0.1989094465970993,0.31187698245048523,0.06208429113030434,0.2526419460773468,0.2783588171005249,H1975,6.0,gefitinib,7,2,20.0
2,0.0293939691036939,0.0035583560820668,0.06254322826862335,0.22293008863925934,0.0005999496788717806,0.10210461914539337,0.13317473232746124,H1975,6.0,gefitinib,7,2,20.0
1,0.0466434247791767,0.0023560328409075,0.03379940614104271,0.11636295914649963,0.0011012506438419223,0.053623300045728683,0.06863665580749512,H1975,6.0,gefitinib,8,2,20.0
2,0.0277408994734287,0.0048989304341375,0.0,0.0,0.0,0.0,0.0,H1975,6.0,gefitinib,8,2,20.0
3,0.0136932590976357,0.0020720886532217,0.11284628510475159,0.25908493995666504,0.0017898321384564042,0.17000775039196014,0.21043550968170166,H1975,6.0,gefitinib,8,2,20.0
1,0.317501425743103,0.0161194745451211,0.33948153257369995,0.48171043395996094,0.23433129489421844,0.3763526678085327,0.3959820866584778,H1975,6.0,gefitinib,9,2,20.0
2,0.3540160655975342,0.0072314105927944,0.3395634889602661,0.4947984516620636,0.15365615487098694,0.3936111629009247,0.4361981153488159,H1975,6.0,gefitinib,9,2,20.0
1,0.044746808707714,0.007203709334135,0.17364679276943207,0.31317228078842163,0.07337106019258499,0.20988482236862183,0.2359226495027542,H1975,6.0,osimertinib,0,3,20.0
2,0.0810065791010856,0.0012691540177911,0.04902731999754906,0.08413539826869965,0.016112493351101875,0.061029527336359024,0.06821764260530472,H1975,6.0,osimertinib,0,3,20.0
1,0.0194127634167671,0.0011971625499427,0.02383003942668438,0.05817793682217598,0.00031884037889540195,0.03421315550804138,0.04297247529029846,H1975,6.0,osimertinib,1,3,20.0
2,3.737089718924835e-05,3.938718691642862e-06,0.015092902816832066,0.015092902816832066,0.015092902816832066,0.015092902816832066,0.015092902816832066,H1975,6.0,osimertinib,1,3,20.0
1,0.0557109601795673,0.0209585614502429,0.31067395210266113,0.5514422655105591,0.09384238719940186,0.3970414996147156,0.44232654571533203,H1975,6.0,osimertinib,10,3,20.0
2,0.2202196419239044,0.0575089678168296,0.33069610595703125,0.6385230422019958,0.022899940609931946,0.45347699522972107,0.5147373080253601,H1975,6.0,osimertinib,10,3,20.0
1,0.0751005932688713,0.0016581701347604,0.043243322521448135,0.10623238980770111,0.0004142488760408014,0.05972998961806297,0.06962449848651886,H1975,6.0,osimertinib,11,3,20.0
2,0.0519360639154911,0.0026653532404452,0.05459621921181679,0.1732080727815628,0.002133263275027275,0.07999878376722336,0.10305748879909515,H1975,6.0,osimertinib,11,3,20.0
1,0.0377375409007072,0.0023104562424123,0.0,0.0,0.0,0.0,0.0,H1975,6.0,osimertinib,12,3,20.0
2,0.0373112112283706,0.0024548815563321,0.025872157886624336,0.06840229779481888,0.0013950875727459788,0.037987127900123596,0.04677813872694969,H1975,6.0,osimertinib,12,3,20.0
1,0.1306672543287277,0.0066772387363016,0.07994500547647476,0.19526709616184235,0.001112061319872737,0.10892123728990555,0.12792575359344482,H1975,6.0,osimertinib,13,3,20.0
1,0.1245057284832,0.0088911838829517,0.053351934999227524,0.11778935045003891,0.008970827795565128,0.0723954513669014,0.08817697316408157,H1975,6.0,osimertinib,14,3,20.0
1,0.0559788160026073,0.0024663018994033,0.026136010885238647,0.07029154896736145,0.0001476133766118437,0.03793282061815262,0.04604138806462288,H1975,6.0,osimertinib,15,3,20.0
1,0.01652661152184,0.001507947104983,0.021959515288472176,0.057419948279857635,0.0023174365051090717,0.0368971973657608,0.046918418258428574,H1975,6.0,osimertinib,16,3,20.0
2,3.668449426186271e-05,4.582224391924683e-06,0.0,0.0,0.0,0.0,0.0,H1975,6.0,osimertinib,16,3,20.0
3,0.006078909151256,0.0018235854804515,0.0,0.0,0.0,0.0,0.0,H1975,6.0,osimertinib,16,3,20.0
4,0.0020561076235026,0.00144959311001,0.0,0.0,0.0,0.0,0.0,H1975,6.0,osimertinib,16,3,20.0
5,0.0002055192599073,5.369866994442418e-05,0.21711628139019012,0.21711628139019012,0.21711628139019012,0.21711628139019012,0.21711628139019012,H1975,6.0,osimertinib,16,3,20.0
6,0.0286226291209459,0.0003115839208476,0.022884774953126907,0.05019695684313774,0.0004210240440443158,0.03155573830008507,0.03648942708969116,H1975,6.0,osimertinib,16,3,20.0
1,0.0457524880766868,0.0031610005535185,0.03869791328907013,0.14985467493534088,0.0003697410866152495,0.06197817623615265,0.0839129090309143,H1975,6.0,osimertinib,17,3,20.0
2,0.0369713231921196,0.0002704180951695,0.01772613450884819,0.036474596709012985,0.003464193781837821,0.02501123957335949,0.02861442230641842,H1975,6.0,osimertinib,17,3,20.0
3,0.0901645570993423,0.0019089884590357,0.04731624200940132,0.07499074935913086,0.008337012492120266,0.058439016342163086,0.06350892782211304,H1975,6.0,osimertinib,17,3,20.0
1,0.1008557900786399,0.0056850668042898,0.03740431368350983,0.07803094387054443,0.011135756969451904,0.04947030916810036,0.056948766112327576,H1975,6.0,osimertinib,18,3,20.0
1,0.0380895398557186,0.0031018934678286,0.017493175342679024,0.0359995998442173,0.0037281704135239124,0.026307541877031326,0.030164530500769615,H1975,6.0,osimertinib,19,3,20.0
2,0.0383164063096046,0.0040141963399946,0.0641457810997963,0.1556210219860077,0.0009544723434373736,0.09340308606624603,0.12061034142971039,H1975,6.0,osimertinib,19,3,20.0
3,0.0386156812310218,0.001065365737304,0.029045363888144493,0.07370507717132568,0.00017725693760439754,0.04071073979139328,0.04834437742829323,H1975,6.0,osimertinib,19,3,20.0
4,0.0285010654479265,0.0028964288067072,0.04935917630791664,0.22503097355365753,0.00016259514086414129,0.07963979989290237,0.10685554146766663,H1975,6.0,osimertinib,19,3,20.0
1,0.0789618492126464,0.0041574724018573,0.0456361398100853,0.08410303294658661,0.010077012702822685,0.05698232352733612,0.06562992930412292,H1975,6.0,osimertinib,2,3,20.0
2,9.585155203239992e-05,1.2259577488293871e-05,0.0,0.0,0.0,0.0,0.0,H1975,6.0,osimertinib,2,3,20.0
1,0.0629903227090835,0.0029643857851624,0.02497716434299946,0.0670270025730133,0.0027031695935875177,0.035191770642995834,0.04206543043255806,H1975,6.0,osimertinib,20,3,20.0
2,2.4863060389179736e-05,2.766568059087149e-06,0.0,0.0,0.0,0.0,0.0,H1975,6.0,osimertinib,20,3,20.0
1,0.0517858453094959,0.0025981308426707,0.03518083691596985,0.10676246136426926,0.00021090083464514464,0.05063830316066742,0.06253369897603989,H1975,6.0,osimertinib,3,3,20.0
2,1.1927429113711696e-05,2.411832838333794e-06,0.0,0.0,0.0,0.0,0.0,H1975,6.0,osimertinib,3,3,20.0
3,0.0037080484908074,0.0004673301591537,0.06201272830367088,0.14349637925624847,0.011183886788785458,0.09181471168994904,0.12305816262960434,H1975,6.0,osimertinib,3,3,20.0
1,2.3919163140817545e-05,2.677267730177846e-06,0.0,0.0,0.0,0.0,0.0,H1975,6.0,osimertinib,4,3,20.0
2,0.0004203487187623,3.238549470552243e-05,0.02391967922449112,0.02391967922449112,0.02391967922449112,0.02391967922449112,0.02391967922449112,H1975,6.0,osimertinib,4,3,20.0
1,0.13534677028656,0.0092917056754231,0.10081508755683899,0.15383049845695496,0.043004125356674194,0.11953132599592209,0.1306370347738266,H1975,6.0,osimertinib,5,3,20.0
2,0.04110037535429,0.0035341628827154,0.0,0.0,0.0,0.0,0.0,H1975,6.0,osimertinib,5,3,20.0
3,0.039345197379589,0.0029752927366644,0.0,0.0,0.0,0.0,0.0,H1975,6.0,osimertinib,5,3,20.0
1,0.0425842851400375,0.0008129077614285,0.032334428280591965,0.06892335414886475,0.002416023286059499,0.044339828193187714,0.052330538630485535,H1975,6.0,osimertinib,6,3,20.0
1,0.0345477312803268,0.0004908903501927,0.026870908215641975,0.05287422612309456,0.002708521205931902,0.03684200346469879,0.042248502373695374,H1975,6.0,osimertinib,7,3,20.0
1,0.0868933051824569,0.0046126139350235,0.03534330800175667,0.06770000606775284,0.0019349842332303524,0.04828542843461037,0.05692759156227112,H1975,6.0,osimertinib,8,3,20.0
2,0.2047998160123825,0.0069841290824115,0.15934345126152039,0.27018019556999207,0.0680675059556961,0.19149495661258698,0.20845358073711395,H1975,6.0,osimertinib,8,3,20.0
3,6.954107811907306e-05,1.0173628652410116e-05,0.0,0.0,0.0,0.0,0.0,H1975,6.0,osimertinib,8,3,20.0
1,0.1019140779972076,0.0040863081812858,0.04025065526366234,0.08194237947463989,0.0037371329963207245,0.05291079357266426,0.05899481847882271,H1975,6.0,osimertinib,9,3,20.0
